Point ID,arc_length,Density,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Residual_Density,Residual_Energy,Residual_Momentum_0,Residual_Momentum_1,Residual_Momentum_2,Residual_Momentum_Magnitude,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,vtkValidPointMask,Y_Plus
501,5.01,2.09722e-05,4.34474,0,1.7916e-05,0.0243562,0.000173873,-5.81E-07,0,0.000173874,5.01,0,0,5.01,1.73761,-0.171321,-5.02E-17,-1.73E-11,-3.60E-13,-1.75E-14,0,3.60268e-13,0,0,0,0,288.628,8.29058,-0.0276746,0,8.29062,1,0
502,5.02,2.09723e-05,4.34477,0,1.7916e-05,0.0245123,0.00017498,-5.95E-07,0,0.000174981,5.02,0,0,5.02,1.73761,-0.170688,-5.07E-17,-1.73E-11,-3.59E-13,-1.76E-14,0,3.59102e-13,0,0,0,0,288.628,8.34335,-0.0283559,0,8.3434,1,0
503,5.03,2.09724e-05,4.3448,0,1.7916e-05,0.0246684,0.000176088,-6.09E-07,0,0.000176089,5.03,0,0,5.03,1.73762,-0.170055,-5.12E-17,-1.74E-11,-3.58E-13,-1.76E-14,0,3.57936e-13,0,0,0,0,288.627,8.39613,-0.0290373,0,8.39618,1,0
504,5.04,2.09725e-05,4.34483,0,1.7916e-05,0.0248245,0.000177196,-6.24E-07,0,0.000177197,5.04,0,0,5.04,1.73763,-0.169422,-5.18E-17,-1.74E-11,-3.56E-13,-1.76E-14,0,3.5677e-13,0,0,0,0,288.627,8.4489,-0.0297185,0,8.44896,1,0
505,5.05,2.09726e-05,4.34486,0,1.7916e-05,0.0249806,0.000178304,-6.38E-07,0,0.000178305,5.05,0,0,5.05,1.73764,-0.168788,-5.23E-17,-1.75E-11,-3.55E-13,-1.76E-14,0,3.55605e-13,0,0,0,0,288.627,8.50168,-0.0303999,0,8.50173,1,0
506,5.06,2.09727e-05,4.34489,0,1.7916e-05,0.0251367,0.000179411,-6.52E-07,0,0.000179412,5.06,0,0,5.06,1.73765,-0.168155,-5.28E-17,-1.75E-11,-3.54E-13,-1.76E-14,0,3.54439e-13,0,0,0,0,288.627,8.55445,-0.0310812,0,8.55451,1,0
507,5.07,2.09728e-05,4.34492,0,1.7916e-05,0.0252928,0.000180519,-6.66E-07,0,0.00018052,5.07,0,0,5.07,1.73765,-0.167522,-5.34E-17,-1.76E-11,-3.53E-13,-1.77E-14,0,3.53273e-13,0,0,0,0,288.626,8.60723,-0.0317625,0,8.60729,1,0
508,5.08,2.0973e-05,4.34494,0,1.79159e-05,0.0254489,0.000181627,-6.81E-07,0,0.000181628,5.08,0,0,5.08,1.73766,-0.166889,-5.39E-17,-1.76E-11,-3.52E-13,-1.77E-14,0,3.52107e-13,0,0,0,0,288.626,8.66,-0.0324438,0,8.66006,1,0
509,5.09,2.09731e-05,4.34497,0,1.79159e-05,0.025605,0.000182735,-6.95E-07,0,0.000182736,5.09,0,0,5.09,1.73767,-0.166256,-5.44E-17,-1.77E-11,-3.50E-13,-1.77E-14,0,3.50941e-13,0,0,0,0,288.626,8.71278,-0.0331251,0,8.71284,1,0
510,5.1,2.09732e-05,4.345,0,1.79159e-05,0.0257611,0.000183842,-7.09E-07,0,0.000183844,5.1,0,0,5.1,1.73768,-0.165623,-5.49E-17,-1.77E-11,-3.49E-13,-1.77E-14,0,3.49775e-13,0,0,0,0,288.626,8.76555,-0.0338064,0,8.76562,1,0
511,5.11,2.09733e-05,4.34503,0,1.79159e-05,0.0259172,0.00018495,-7.23E-07,0,0.000184951,5.11,0,0,5.11,1.73768,-0.16499,-5.55E-17,-1.78E-11,-3.48E-13,-1.78E-14,0,3.48609e-13,0,0,0,0,288.626,8.81833,-0.0344877,0,8.8184,1,0
512,5.12,2.09734e-05,4.34506,0,1.79159e-05,0.0260733,0.000186058,-7.38E-07,0,0.000186059,5.12,0,0,5.12,1.73769,-0.164357,-5.60E-17,-1.78E-11,-3.47E-13,-1.78E-14,0,3.47444e-13,0,0,0,0,288.625,8.87111,-0.035169,0,8.87117,1,0
513,5.13,2.09735e-05,4.34509,0,1.79159e-05,0.0262294,0.000187165,-7.52E-07,0,0.000187167,5.13,0,0,5.13,1.7377,-0.163724,-5.65E-17,-1.79E-11,-3.46E-13,-1.78E-14,0,3.46278e-13,0,0,0,0,288.625,8.92388,-0.0358503,0,8.92395,1,0
514,5.14,2.09736e-05,4.34512,0,1.79159e-05,0.0263855,0.000188273,-7.66E-07,0,0.000188275,5.14,0,0,5.14,1.73771,-0.163091,-5.70E-17,-1.79E-11,-3.45E-13,-1.78E-14,0,3.45112e-13,0,0,0,0,288.625,8.97666,-0.0365316,0,8.97673,1,0
515,5.15,2.09737e-05,4.34515,0,1.79159e-05,0.0265416,0.000189381,-7.81E-07,0,0.000189382,5.15,0,0,5.15,1.73772,-0.162457,-5.76E-17,-1.80E-11,-3.43E-13,-1.79E-14,0,3.43946e-13,0,0,0,0,288.625,9.02943,-0.0372129,0,9.02951,1,0
516,5.16,2.09738e-05,4.34517,0,1.79159e-05,0.0266713,0.000190305,-7.92E-07,0,0.000190307,5.16,0,0,5.16,1.73772,-0.161769,-5.78E-17,-1.80E-11,-3.43E-13,-1.78E-14,0,3.43539e-13,0,0,0,0,288.625,9.07345,-0.0377774,0,9.07352,1,0
517,5.17,2.0974e-05,4.3452,0,1.79159e-05,0.026739,0.000190798,-7.98E-07,0,0.0001908,5.17,0,0,5.17,1.73773,-0.160949,-5.72E-17,-1.79E-11,-3.44E-13,-1.74E-14,0,3.44911e-13,0,0,0,0,288.625,9.09692,-0.0380679,0,9.097,1,0
518,5.18,2.09741e-05,4.34523,0,1.79159e-05,0.0268066,0.000191292,-8.04E-07,0,0.000191293,5.18,0,0,5.18,1.73774,-0.16013,-5.67E-17,-1.79E-11,-3.46E-13,-1.71E-14,0,3.46283e-13,0,0,0,0,288.625,9.12039,-0.0383584,0,9.12047,1,0
519,5.19,2.09742e-05,4.34526,0,1.79159e-05,0.0268743,0.000191785,-8.11E-07,0,0.000191787,5.19,0,0,5.19,1.73775,-0.159311,-5.61E-17,-1.78E-11,-3.47E-13,-1.68E-14,0,3.47656e-13,0,0,0,0,288.625,9.14386,-0.0386489,0,9.14394,1,0
520,5.2,2.09743e-05,4.34529,0,1.79159e-05,0.026942,0.000192279,-8.17E-07,0,0.00019228,5.2,0,0,5.2,1.73776,-0.158491,-5.56E-17,-1.78E-11,-3.49E-13,-1.64E-14,0,3.49029e-13,0,0,0,0,288.625,9.16732,-0.0389394,0,9.16741,1,0
521,5.21,2.09744e-05,4.34532,0,1.79159e-05,0.0270096,0.000192772,-8.23E-07,0,0.000192774,5.21,0,0,5.21,1.73777,-0.157672,-5.50E-17,-1.77E-11,-3.50E-13,-1.61E-14,0,3.50402e-13,0,0,0,0,288.625,9.19079,-0.0392299,0,9.19088,1,0
522,5.22,2.09745e-05,4.34535,0,1.79159e-05,0.0270773,0.000193265,-8.29E-07,0,0.000193267,5.22,0,0,5.22,1.73778,-0.156852,-5.44E-17,-1.76E-11,-3.51E-13,-1.58E-14,0,3.51776e-13,0,0,0,0,288.625,9.21426,-0.0395203,0,9.21435,1,0
523,5.23,2.09747e-05,4.34538,0,1.79159e-05,0.027145,0.000193759,-8.35E-07,0,0.000193761,5.23,0,0,5.23,1.73779,-0.156033,-5.39E-17,-1.76E-11,-3.53E-13,-1.54E-14,0,3.53151e-13,0,0,0,0,288.625,9.23773,-0.0398108,0,9.23782,1,0
524,5.24,2.09748e-05,4.34541,0,1.79159e-05,0.0272126,0.000194252,-8.41E-07,0,0.000194254,5.24,0,0,5.24,1.7378,-0.155214,-5.33E-17,-1.75E-11,-3.54E-13,-1.51E-14,0,3.54526e-13,0,0,0,0,288.625,9.2612,-0.0401013,0,9.26129,1,0
525,5.25,2.09749e-05,4.34544,0,1.79159e-05,0.0272803,0.000194746,-8.47E-07,0,0.000194748,5.25,0,0,5.25,1.73781,-0.154394,-5.28E-17,-1.75E-11,-3.56E-13,-1.48E-14,0,3.55901e-13,0,0,0,0,288.625,9.28467,-0.0403918,0,9.28476,1,0
526,5.26,2.0975e-05,4.34547,0,1.79159e-05,0.027348,0.000195239,-8.53E-07,0,0.000195241,5.26,0,0,5.26,1.73782,-0.153575,-5.22E-17,-1.74E-11,-3.57E-13,-1.44E-14,0,3.57277e-13,0,0,0,0,288.625,9.30814,-0.0406823,0,9.30823,1,0
527,5.27,2.09751e-05,4.3455,0,1.79159e-05,0.0274157,0.000195733,-8.59E-07,0,0.000195734,5.27,0,0,5.27,1.73783,-0.152756,-5.17E-17,-1.74E-11,-3.58E-13,-1.41E-14,0,3.58653e-13,0,0,0,0,288.625,9.33161,-0.0409728,0,9.3317,1,0
528,5.28,2.09753e-05,4.34553,0,1.79159e-05,0.0274833,0.000196226,-8.65E-07,0,0.000196228,5.28,0,0,5.28,1.73784,-0.151936,-5.11E-17,-1.73E-11,-3.60E-13,-1.38E-14,0,3.6003e-13,0,0,0,0,288.625,9.35508,-0.0412633,0,9.35517,1,0
529,5.29,2.09754e-05,4.34556,0,1.79159e-05,0.027551,0.000196719,-8.71E-07,0,0.000196721,5.29,0,0,5.29,1.73785,-0.151117,-5.05E-17,-1.72E-11,-3.61E-13,-1.34E-14,0,3.61407e-13,0,0,0,0,288.625,9.37855,-0.0415538,0,9.37864,1,0
530,5.3,2.09755e-05,4.34559,0,1.79159e-05,0.0276187,0.000197213,-8.77E-07,0,0.000197215,5.3,0,0,5.3,1.73786,-0.150297,-5.00E-17,-1.72E-11,-3.63E-13,-1.31E-14,0,3.62784e-13,0,0,0,0,288.625,9.40202,-0.0418443,0,9.40212,1,0
531,5.31,2.09756e-05,4.34562,0,1.79159e-05,0.0276863,0.000197706,-8.83E-07,0,0.000197708,5.31,0,0,5.31,1.73787,-0.149478,-4.94E-17,-1.71E-11,-3.64E-13,-1.28E-14,0,3.64162e-13,0,0,0,0,288.625,9.42549,-0.0421348,0,9.42559,1,0
532,5.32,2.09757e-05,4.34565,0,1.79159e-05,0.027754,0.0001982,-8.89E-07,0,0.000198202,5.32,0,0,5.32,1.73788,-0.148659,-4.89E-17,-1.71E-11,-3.65E-13,-1.24E-14,0,3.6554e-13,0,0,0,0,288.625,9.44896,-0.0424253,0,9.44906,1,0
533,5.33,2.09758e-05,4.34567,0,1.79159e-05,0.0278592,0.000198954,-8.88E-07,0,0.000198956,5.33,0,0,5.33,1.73789,-0.147982,-4.83E-17,-1.70E-11,-3.67E-13,-1.21E-14,0,3.66919e-13,0,0,0,0,288.625,9.48488,-0.0423654,0,9.48498,1,0
534,5.34,2.09759e-05,4.3457,0,1.79159e-05,0.0280063,0.0002,-8.79E-07,0,0.000200002,5.34,0,0,5.34,1.7379,-0.147464,-4.78E-17,-1.69E-11,-3.68E-13,-1.18E-14,0,3.68298e-13,0,0,0,0,288.625,9.5347,-0.0419149,0,9.53479,1,0
535,5.35,2.0976e-05,4.34573,0,1.79159e-05,0.0281534,0.000201046,-8.69E-07,0,0.000201047,5.35,0,0,5.35,1.7379,-0.146947,-4.72E-17,-1.69E-11,-3.70E-13,-1.14E-14,0,3.69678e-13,0,0,0,0,288.624,9.58451,-0.0414644,0,9.58459,1,0
536,5.36,2.09761e-05,4.34575,0,1.79158e-05,0.0283005,0.000202091,-8.60E-07,0,0.000202093,5.36,0,0,5.36,1.73791,-0.146429,-4.67E-17,-1.68E-11,-3.71E-13,-1.11E-14,0,3.71057e-13,0,0,0,0,288.624,9.63432,-0.0410139,0,9.6344,1,0
537,5.37,2.09762e-05,4.34578,0,1.79158e-05,0.0284475,0.000203137,-8.51E-07,0,0.000203139,5.37,0,0,5.37,1.73792,-0.145911,-4.61E-17,-1.68E-11,-3.72E-13,-1.08E-14,0,3.72438e-13,0,0,0,0,288.624,9.68412,-0.0405634,0,9.68421,1,0
538,5.38,2.09763e-05,4.34581,0,1.79158e-05,0.0285946,0.000204183,-8.41E-07,0,0.000204184,5.38,0,0,5.38,1.73792,-0.145394,-4.55E-17,-1.67E-11,-3.74E-13,-1.04E-14,0,3.73818e-13,0,0,0,0,288.624,9.73394,-0.0401129,0,9.73402,1,0
539,5.39,2.09764e-05,4.34583,0,1.79158e-05,0.0287417,0.000205228,-8.32E-07,0,0.00020523,5.39,0,0,5.39,1.73793,-0.144876,-4.50E-17,-1.66E-11,-3.75E-13,-1.01E-14,0,3.75199e-13,0,0,0,0,288.623,9.78374,-0.0396624,0,9.78382,1,0
540,5.4,2.09765e-05,4.34586,0,1.79158e-05,0.0288888,0.000206274,-8.22E-07,0,0.000206276,5.4,0,0,5.4,1.73794,-0.144358,-4.44E-17,-1.66E-11,-3.76E-13,-9.78E-15,0,3.7658e-13,0,0,0,0,288.623,9.83356,-0.0392119,0,9.83363,1,0
541,5.41,2.09766e-05,4.34588,0,1.79158e-05,0.0290359,0.00020732,-8.13E-07,0,0.000207321,5.41,0,0,5.41,1.73794,-0.143841,-4.39E-17,-1.65E-11,-3.78E-13,-9.45E-15,0,3.77962e-13,0,0,0,0,288.623,9.88336,-0.0387614,0,9.88344,1,0
542,5.42,2.09767e-05,4.34591,0,1.79158e-05,0.029183,0.000208365,-8.03E-07,0,0.000208367,5.42,0,0,5.42,1.73795,-0.143323,-4.33E-17,-1.65E-11,-3.79E-13,-9.12E-15,0,3.79344e-13,0,0,0,0,288.623,9.93318,-0.0383109,0,9.93325,1,0
543,5.43,2.09768e-05,4.34594,0,1.79158e-05,0.02933,0.000209411,-7.94E-07,0,0.000209412,5.43,0,0,5.43,1.73795,-0.142806,-4.28E-17,-1.64E-11,-3.81E-13,-8.78E-15,0,3.80726e-13,0,0,0,0,288.622,9.98299,-0.0378604,0,9.98306,1,0
544,5.44,2.09769e-05,4.34596,0,1.79158e-05,0.0294771,0.000210457,-7.84E-07,0,0.000210458,5.44,0,0,5.44,1.73796,-0.142288,-4.22E-17,-1.63E-11,-3.82E-13,-8.45E-15,0,3.82109e-13,0,0,0,0,288.622,10.0328,-0.0374099,0,10.0329,1,0
545,5.45,2.0977e-05,4.34599,0,1.79157e-05,0.0296242,0.000211502,-7.75E-07,0,0.000211504,5.45,0,0,5.45,1.73797,-0.14177,-4.16E-17,-1.63E-11,-3.83E-13,-8.12E-15,0,3.83492e-13,0,0,0,0,288.622,10.0826,-0.0369594,0,10.0827,1,0
546,5.46,2.0977e-05,4.34601,0,1.79157e-05,0.0297592,0.000212463,-7.67E-07,0,0.000212465,5.46,0,0,5.46,1.73797,-0.141323,-4.12E-17,-1.62E-11,-3.84E-13,-7.98E-15,0,3.84195e-13,0,0,0,0,288.622,10.1284,-0.0365956,0,10.1284,1,0
547,5.47,2.09771e-05,4.34602,0,1.79157e-05,0.0298311,0.000212983,-7.69E-07,0,0.000212984,5.47,0,0,5.47,1.73797,-0.141243,-4.17E-17,-1.62E-11,-3.81E-13,-8.83E-15,0,3.8135e-13,0,0,0,0,288.622,10.1531,-0.036684,0,10.1532,1,0
548,5.48,2.09771e-05,4.34603,0,1.79157e-05,0.0299029,0.000213502,-7.71E-07,0,0.000213504,5.48,0,0,5.48,1.73797,-0.141163,-4.21E-17,-1.63E-11,-3.78E-13,-9.69E-15,0,3.78507e-13,0,0,0,0,288.621,10.1779,-0.0367724,0,10.178,1,0
549,5.49,2.09771e-05,4.34603,0,1.79157e-05,0.0299748,0.000214022,-7.73E-07,0,0.000214023,5.49,0,0,5.49,1.73798,-0.141083,-4.25E-17,-1.63E-11,-3.76E-13,-1.05E-14,0,3.75667e-13,0,0,0,0,288.621,10.2026,-0.0368608,0,10.2027,1,0
550,5.5,2.09771e-05,4.34604,0,1.79157e-05,0.0300467,0.000214541,-7.75E-07,0,0.000214542,5.5,0,0,5.5,1.73798,-0.141003,-4.29E-17,-1.63E-11,-3.73E-13,-1.14E-14,0,3.72828e-13,0,0,0,0,288.621,10.2274,-0.0369492,0,10.2275,1,0
551,5.51,2.09772e-05,4.34605,0,1.79157e-05,0.0301186,0.000215061,-7.77E-07,0,0.000215062,5.51,0,0,5.51,1.73798,-0.140924,-4.33E-17,-1.63E-11,-3.70E-13,-1.23E-14,0,3.69993e-13,0,0,0,0,288.621,10.2521,-0.0370376,0,10.2522,1,0
552,5.52,2.09772e-05,4.34606,0,1.79157e-05,0.0301904,0.00021558,-7.79E-07,0,0.000215581,5.52,0,0,5.52,1.73798,-0.140844,-4.37E-17,-1.63E-11,-3.67E-13,-1.31E-14,0,3.6716e-13,0,0,0,0,288.621,10.2769,-0.037126,0,10.277,1,0
553,5.53,2.09772e-05,4.34607,0,1.79157e-05,0.0302623,0.0002161,-7.81E-07,0,0.000216101,5.53,0,0,5.53,1.73798,-0.140764,-4.41E-17,-1.63E-11,-3.64E-13,-1.40E-14,0,3.64329e-13,0,0,0,0,288.621,10.3016,-0.0372144,0,10.3017,1,0
554,5.54,2.09772e-05,4.34607,0,1.79157e-05,0.0303342,0.000216619,-7.82E-07,0,0.00021662,5.54,0,0,5.54,1.73798,-0.140684,-4.45E-17,-1.63E-11,-3.61E-13,-1.48E-14,0,3.61501e-13,0,0,0,0,288.621,10.3264,-0.0373028,0,10.3265,1,0
555,5.55,2.09772e-05,4.34608,0,1.79157e-05,0.0304061,0.000217138,-7.84E-07,0,0.00021714,5.55,0,0,5.55,1.73798,-0.140604,-4.49E-17,-1.63E-11,-3.58E-13,-1.57E-14,0,3.58675e-13,0,0,0,0,288.62,10.3511,-0.0373912,0,10.3512,1,0
556,5.56,2.09773e-05,4.34609,0,1.79157e-05,0.0304779,0.000217658,-7.86E-07,0,0.000217659,5.56,0,0,5.56,1.73798,-0.140524,-4.53E-17,-1.63E-11,-3.55E-13,-1.65E-14,0,3.55852e-13,0,0,0,0,288.62,10.3759,-0.0374796,0,10.376,1,0
557,5.57,2.09773e-05,4.3461,0,1.79156e-05,0.0305498,0.000218177,-7.88E-07,0,0.000218179,5.57,0,0,5.57,1.73798,-0.140444,-4.57E-17,-1.63E-11,-3.53E-13,-1.74E-14,0,3.53032e-13,0,0,0,0,288.62,10.4007,-0.037568,0,10.4007,1,0
558,5.58,2.09773e-05,4.34611,0,1.79156e-05,0.0306217,0.000218697,-7.90E-07,0,0.000218698,5.58,0,0,5.58,1.73798,-0.140364,-4.61E-17,-1.63E-11,-3.50E-13,-1.83E-14,0,3.50215e-13,0,0,0,0,288.62,10.4254,-0.0376564,0,10.4255,1,0
559,5.59,2.09773e-05,4.34611,0,1.79156e-05,0.0306936,0.000219216,-7.92E-07,0,0.000219218,5.59,0,0,5.59,1.73799,-0.140284,-4.65E-17,-1.63E-11,-3.47E-13,-1.91E-14,0,3.474e-13,0,0,0,0,288.62,10.4502,-0.0377448,0,10.4502,1,0
560,5.6,2.09774e-05,4.34612,0,1.79156e-05,0.0307654,0.000219736,-7.94E-07,0,0.000219737,5.6,0,0,5.6,1.73799,-0.140205,-4.69E-17,-1.63E-11,-3.44E-13,-2.00E-14,0,3.44589e-13,0,0,0,0,288.62,10.4749,-0.0378332,0,10.475,1,0
561,5.61,2.09774e-05,4.34613,0,1.79156e-05,0.0308373,0.000220255,-7.95E-07,0,0.000220257,5.61,0,0,5.61,1.73799,-0.140125,-4.73E-17,-1.63E-11,-3.41E-13,-2.08E-14,0,3.4178e-13,0,0,0,0,288.619,10.4997,-0.0379216,0,10.4997,1,0
562,5.62,2.09774e-05,4.34614,0,1.79156e-05,0.0309092,0.000220775,-7.97E-07,0,0.000220776,5.62,0,0,5.62,1.73799,-0.140045,-4.77E-17,-1.63E-11,-3.38E-13,-2.17E-14,0,3.38975e-13,0,0,0,0,288.619,10.5244,-0.03801,0,10.5245,1,0
563,5.63,2.09774e-05,4.34615,0,1.79156e-05,0.0310218,0.000221578,-8.06E-07,0,0.00022158,5.63,0,0,5.63,1.73799,-0.140045,-4.82E-17,-1.63E-11,-3.36E-13,-2.23E-14,0,3.3625e-13,0,0,0,0,288.619,10.5627,-0.0384085,0,10.5628,1,0
564,5.64,2.09774e-05,4.34615,0,1.79156e-05,0.0311564,0.000222535,-8.18E-07,0,0.000222537,5.64,0,0,5.64,1.73799,-0.140089,-4.87E-17,-1.63E-11,-3.33E-13,-2.28E-14,0,3.33568e-13,0,0,0,0,288.619,10.6083,-0.0389743,0,10.6084,1,0
565,5.65,2.09775e-05,4.34616,0,1.79156e-05,0.0312909,0.000223492,-8.29E-07,0,0.000223494,5.65,0,0,5.65,1.73799,-0.140133,-4.92E-17,-1.63E-11,-3.30E-13,-2.33E-14,0,3.30887e-13,0,0,0,0,288.618,10.6539,-0.0395402,0,10.654,1,0
566,5.66,2.09775e-05,4.34617,0,1.79155e-05,0.0314255,0.000224449,-8.41E-07,0,0.00022445,5.66,0,0,5.66,1.73799,-0.140177,-4.97E-17,-1.63E-11,-3.27E-13,-2.38E-14,0,3.28208e-13,0,0,0,0,288.618,10.6995,-0.040106,0,10.6996,1,0
567,5.67,2.09775e-05,4.34618,0,1.79155e-05,0.0315601,0.000225406,-8.53E-07,0,0.000225407,5.67,0,0,5.67,1.73799,-0.140221,-5.02E-17,-1.63E-11,-3.25E-13,-2.43E-14,0,3.2553e-13,0,0,0,0,288.618,10.7451,-0.0406719,0,10.7452,1,0
568,5.68,2.09775e-05,4.34619,0,1.79155e-05,0.0316947,0.000226363,-8.65E-07,0,0.000226364,5.68,0,0,5.68,1.73799,-0.140265,-5.07E-17,-1.63E-11,-3.22E-13,-2.48E-14,0,3.22854e-13,0,0,0,0,288.617,10.7907,-0.0412377,0,10.7908,1,0
569,5.69,2.09775e-05,4.3462,0,1.79155e-05,0.0318292,0.000227319,-8.77E-07,0,0.000227321,5.69,0,0,5.69,1.73798,-0.140309,-5.12E-17,-1.63E-11,-3.19E-13,-2.53E-14,0,3.20179e-13,0,0,0,0,288.617,10.8363,-0.0418036,0,10.8364,1,0
